[0000000000000001],0.000000,0.779608,0.000000,2.401363,,,0
[0000000000000002],0.000000,0.196555,0.000000,0.605432,,,0
[0000000000000003],0.000000,0.176392,0.000000,0.543326,,,0
[0000000000000004],0.000000,0.546785,0.000000,1.684217,,,0
[0000000000000005],0.000000,0.072852,0.000000,0.224400,,,0
[0000000000000006],0.000000,0.108912,0.000000,0.335473,,,0
[0000000000000007],0.000000,0.016878,0.000000,0.051988,,,0
[0000000000000008],0.000000,1.285780,0.000000,3.960483,,,0
[0000000000000009],0.000000,0.027046,0.000000,0.083308,,,0
[000000000000000A],0.000000,0.193642,0.000000,0.596460,,,0
[000000000000000B],0.000000,0.055789,0.000000,0.171842,,,0
[000000000000000C],0.000000,0.003984,0.000000,0.012272,,,0
[000000000000000E],0.000000,0.172631,0.000000,0.531741,,,0
[000000000000000F],0.000000,0.450965,0.000000,1.389071,,,0
[0000000000000010],0.000000,0.853080,0.000000,2.627673,,,0
[0000000000000013],0.000000,0.055667,0.000000,0.171467,,,0
[0000000000000014],0.000000,0.066886,0.000000,0.206023,,,0
[0000000000000015],0.000000,0.079736,0.000000,0.245604,,,0
[0000000000000016],0.000000,0.373768,0.000000,1.151287,,,0
[0000000000000018],0.000000,0.003953,0.000000,0.012176,,,0
[000000000000001A],0.000000,0.014060,0.000000,0.043308,,,0
[0000000000000020],0.000000,0.009037,0.000000,0.027836,,,0
[0000000000000024],0.000000,0.002992,0.000000,0.009216,,,0
[0000000000000025],0.000000,0.002060,0.000000,0.006345,,,0
[000000000000002B],0.000000,0.014078,0.000000,0.043363,,,0
[000000000000002F],0.000000,0.036847,0.000000,0.113497,,,0
[0000000000000030],0.000000,0.016859,0.000000,0.051929,,,0
[0000000000000031],0.000000,0.001993,0.000000,0.006139,,,0
[0000000000000033],0.000000,0.002031,0.000000,0.006256,,,0
[0000000000000038],0.000000,0.005977,0.000000,0.018410,,,0
[0000000000000040],0.000000,0.004050,0.000000,0.012475,,,0
[0000000000000042],0.000000,0.006019,0.000000,0.018540,,,0
[0000000000000044],0.000000,0.034973,0.000000,0.107724,,,0
[0000000000000050],0.000000,0.012072,0.000000,0.037184,,,0
[0000000000000059],0.000000,0.002046,0.000000,0.006302,,,0
[0000000000000060],0.000000,0.206449,0.000000,0.635908,,,0
[0000000000000066],0.000000,0.002012,0.000000,0.006197,,,0
[0000000000000069],0.000000,0.002012,0.000000,0.006197,,,0
[0000000000000073],0.000000,0.001996,0.000000,0.006148,,,0
[0000000000000080],0.000000,0.008978,0.000000,0.027654,,,0
[0000000000000082],0.000000,0.006971,0.000000,0.021472,,,0
[0000000000000083],0.000000,0.002983,0.000000,0.009188,,,0
[000000000000008B],0.000000,0.001928,0.000000,0.005939,,,0
[000000000000009A],0.000000,0.002032,0.000000,0.006259,,,0
[000000000000009F],0.000000,0.001976,0.000000,0.006087,,,0
[00000000000000A0],0.000000,0.002970,0.000000,0.009148,,,0
[00000000000000AC],0.000000,0.007968,0.000000,0.024543,,,0
[00000000000000E8],0.000000,0.005948,0.000000,0.018321,,,0
[00000000000000EC],0.000000,0.002021,0.000000,0.006225,,,0
[00000000000000EF],0.000000,0.012987,0.000000,0.040003,,,0
[00000000000000FF],0.000000,0.007962,0.000000,0.024525,,,0
[0000000000000100],0.000000,0.001974,0.000000,0.006080,,,0
[0000000000000101],0.000000,0.004044,0.000000,0.012456,,,0
[0000000000000103],0.000000,0.069795,0.000000,0.214984,,,0
[0000000000000104],0.000000,0.001995,0.000000,0.006145,,,0
[0000000000000107],0.000000,0.001978,0.000000,0.006093,,,0
[000000000000010A],0.000000,0.007966,0.000000,0.024537,,,0
[0000000000000110],0.000000,0.002010,0.000000,0.006191,,,0
[0000000000000117],0.000000,0.006912,0.000000,0.021290,,,0
[000000000000014E],0.000000,0.001983,0.000000,0.006108,,,0
[0000000000000181],0.000000,0.001952,0.000000,0.006013,,,0
[0000000000000213],0.000000,0.002014,0.000000,0.006204,,,0
[000000000000023C],0.000000,0.003950,0.000000,0.012167,,,0
[0000000000000257],0.000000,0.005982,0.000000,0.018426,,,0
[0000000000000258],0.000000,0.001995,0.000000,0.006145,,,0
[0000000000000270],0.000000,0.002001,0.000000,0.006164,,,0
[0000000000000274],0.000000,0.001952,0.000000,0.006013,,,0
[0000000000000280],0.000000,0.001952,0.000000,0.006013,,,0
[0000000000000288],0.000000,0.003969,0.000000,0.012225,,,0
[000000000000028C],0.000000,0.001992,0.000000,0.006136,,,0
[00000000000002BF],0.000000,0.001977,0.000000,0.006090,,,0
[00000000000002EC],0.000000,0.005914,0.000000,0.018216,,,0
[0000000000000340],0.000000,0.007927,0.000000,0.024417,,,0
[0000000000000347],0.000000,0.005982,0.000000,0.018426,,,0
[0000000000000358],0.000000,0.002001,0.000000,0.006164,,,0
[0000000000000389],0.000000,0.005004,0.000000,0.015413,,,0
[000000000000038F],0.000000,0.004924,0.000000,0.015167,,,0
[00000000000003A4],0.000000,0.017994,0.000000,0.055425,,,0
[00000000000003A9],0.000000,0.006990,0.000000,0.021531,,,0
[00000000000003AD],0.000000,0.008924,0.000000,0.027488,,,0
[00000000000003CF],0.000000,0.006009,0.000000,0.018509,,,0
[00000000000003D0],0.000000,0.007982,0.000000,0.024586,,,0
[00000000000003DD],0.000000,0.006969,0.000000,0.021466,,,0
[00000000000003FF],0.000000,0.003972,0.000000,0.012235,,,0
[000000000000042B],0.000000,0.008005,0.000000,0.024657,,,0
[0000000000000473],0.000000,0.002013,0.000000,0.006200,,,0
[0000000000000478],0.000000,0.029959,0.000000,0.092280,,,0
[0000000000000480],0.000000,0.001992,0.000000,0.006136,,,0
[00000000000004E4],0.000000,0.006984,0.000000,0.021512,,,0
[000000000000050E],0.000000,0.005988,0.000000,0.018444,,,0
[000000000000051A],0.000000,0.009007,0.000000,0.027744,,,0
[0000000000000536],0.000000,0.001995,0.000000,0.006145,,,0
[00000000000005C9],0.000000,0.006949,0.000000,0.021404,,,0
[00000000000005CB],0.000000,0.007935,0.000000,0.024442,,,0
